From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
Q05790	Q05790	reviewed	CRR1_YEAST	Probable glycosidase CRR1 (EC 3.2.-.-) (CRH-related protein 1)	CRR1 YLR213C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	422		10.1038/387s087; 10.1534/g3.113.008995; 10.1074/jbc.m005946200; 10.1128/mcb.20.9.3245-3255.2000; 10.1099/mic.0.27314-0; 10.1152/physiolgenomics.00055.2005	4.0	Glycosidase;Hydrolase;Reference proteome;Signal;Sporulation	KW-0326; KW-0378; KW-1185; KW-0732; KW-0749	PF00722;	cd06923;cd02183;	IPR008264;IPR013320;IPR000757;IPR050546;		Glycosyl hydrolase 16 family, CRR1 subfamily	PTHR10963:SF69;PTHR10963;	sce:YLR213C;		CBM18;GH16;	ascospore wall assembly [GO:0030476]; carbohydrate metabolic process [GO:0005975]; chitin metabolic process [GO:0006030]; fungal-type cell wall organization [GO:0031505]	ascospore wall [GO:0005619]; fungal-type cell wall [GO:0009277]; fungal-type vacuole [GO:0000324]; glycosyltransferase activity [GO:0016757]; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds [GO:0016810]; hydrolase activity, hydrolyzing O-glycosyl compounds [GO:0004553]; ascospore wall assembly [GO:0030476]; carbohydrate metabolic process [GO:0005975]; chitin metabolic process [GO:0006030]; fungal-type cell wall organization [GO:0031505]	850910;
Q06117	Q06117	reviewed	CR3BB_BACTU	Pesticidal crystal protein Cry3Bb (74 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIB(b))	cry3Bb cryIIIB(b) cryIIIb2	Bacillus thuringiensis	652		10.1128/aem.58.12.3921-3927.1992	4.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843	PF03944;PF00555;PF03945;	cd04085;	IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003;PTHR37003:SF2;				sporulation resulting in formation of a cellular spore [GO:0030435]; symbiont-mediated killing of host cell [GO:0001907]	signaling receptor binding [GO:0005102]; toxin activity [GO:0090729]; sporulation resulting in formation of a cellular spore [GO:0030435]; symbiont-mediated killing of host cell [GO:0001907]	
Q06350	Q06350	reviewed	CHI2_YEAST	Sporulation-specific chitinase 2 (EC 3.2.1.14)	CTS2 YDR371W D9481.7	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	511		10.1038/387s075; 10.1534/g3.113.008995; 10.1038/nature02046	4.0	Carbohydrate metabolism;Chitin degradation;Glycoprotein;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Secreted;Signal;Sporulation	KW-0119; KW-0146; KW-0325; KW-0326; KW-0378; KW-0624; KW-1185; KW-0964; KW-0732; KW-0749	PF00704;	cd06548;	IPR011583;IPR029070;IPR001223;IPR001579;IPR017853;IPR050314;		Glycosyl hydrolase 18 family, Chitinase class III subfamily	PTHR11177;PTHR11177:SF317;	sce:YDR371W;		GH18;	chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843]; exochitinase activity [GO:0035885]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	851977;
Q06702	Q06702	reviewed	CDA1_YEAST	Chitin deacetylase 1 (EC 3.5.1.41)	CDA1 YLR307W L2142.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	301		10.1038/387s087; 10.1534/g3.113.008995; 10.1101/gr.6037607; 10.1002/(sici)1097-0061(19970330)13:4<327::aid-yea96>3.0.co;2-t	4.0	Carbohydrate metabolism;Cell wall biogenesis/degradation;Chitin degradation;Chitin-binding;Cobalt;Disulfide bond;Glycoprotein;Hydrolase;Metal-binding;Polysaccharide degradation;Reference proteome;Signal;Sporulation	KW-0119; KW-0961; KW-0146; KW-0147; KW-0170; KW-1015; KW-0325; KW-0378; KW-0479; KW-0624; KW-1185; KW-0732; KW-0749	PF01522;	cd10952;	IPR011330;IPR002509;IPR050248;		Polysaccharide deacetylase family	PTHR10587:SF133;PTHR10587;	sce:YLR307W;			ascospore wall assembly [GO:0030476]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	prospore membrane [GO:0005628]; chitin binding [GO:0008061]; chitin deacetylase activity [GO:0004099]; metal ion binding [GO:0046872]; ascospore wall assembly [GO:0030476]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]	851016;
Q07651	Q07651	reviewed	FMP45_YEAST	SUR7 family protein FMP45	FMP45 YDL222C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	309	P38695	10.1038/387s075; 10.1534/g3.113.008995; 10.1128/mcb.22.3.927-934.2002; 10.1038/nature02026; 10.1038/nature02046; 10.1002/yea.1019; 10.1007/s00284-006-0525-4; 10.1016/j.jmb.2006.10.004; 10.1126/science.1172867	4.0	Cell membrane;Glycoprotein;Membrane;Phosphoprotein;Reference proteome;Sporulation;Stress response;Transmembrane;Transmembrane helix	KW-1003; KW-0325; KW-0472; KW-0597; KW-1185; KW-0749; KW-0346; KW-0812; KW-1133	PF06687;		IPR009571;		SUR7 family	PTHR36414;PTHR36414:SF3;	sce:YDL222C;			ascospore formation [GO:0030437]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; fungal-type cell wall organization [GO:0031505]; septin cytoskeleton organization [GO:0032185]	cell cortex [GO:0005938]; cell periphery [GO:0071944]; membrane raft [GO:0045121]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; ascospore formation [GO:0030437]; cortical actin cytoskeleton organization [GO:0030866]; endocytosis [GO:0006897]; fungal-type cell wall organization [GO:0031505]; septin cytoskeleton organization [GO:0032185]	851304;
Q08219	Q08219	reviewed	RRT8_YEAST	Outer spore wall protein RRT8 (Regulator of rDNA transcription protein 8)	RRT8 YOL048C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	342		10.1038/387s098; 10.1534/g3.113.008995; 10.1186/gb-2003-4-7-r45; 10.1038/nature02026; 10.1073/pnas.0604075103; 10.1534/genetics.108.100313; 10.1371/journal.pgen.1003700	4.0	Lipid droplet;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0551; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133			IPR052786;		LDS family	PTHR34292;PTHR34292:SF3;	sce:YOL048C;			ascospore wall assembly [GO:0030476]	ascospore wall [GO:0005619]; lipid droplet [GO:0005811]; prospore membrane [GO:0005628]; ascospore wall assembly [GO:0030476]	854109;
Q08352	Q08352	reviewed	DHA_BACSU	Alanine dehydrogenase (EC 1.4.1.1) (Stage V sporulation protein N)	ald ski22 spoVN BSU31930	Bacillus subtilis (strain 168)	378		10.1128/jb.175.21.6789-6796.1993; 10.1038/36786; 10.1021/bi00523a002; 10.1021/bi00523a003; 10.1128/jb.00778-12	4.0	Cytoplasm;NAD;Nucleotide-binding;Oxidoreductase;Reference proteome;Sporulation	KW-0963; KW-0520; KW-0547; KW-0560; KW-1185; KW-0749	PF01262;PF05222;	cd05305;	IPR008141;IPR008143;IPR008142;IPR007886;IPR007698;IPR036291;	TIGR00518;	AlaDH/PNT family	PTHR42795;PTHR42795:SF1;	bsu:BSU31930;			alanine catabolic process [GO:0006524]; L-alanine catabolic process [GO:0042853]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytosol [GO:0005829]; alanine dehydrogenase activity [GO:0000286]; nucleotide binding [GO:0000166]; alanine catabolic process [GO:0006524]; L-alanine catabolic process [GO:0042853]; sporulation resulting in formation of a cellular spore [GO:0030435]	936557;
Q08787	Q08787	reviewed	SRFAC_BACSU	Surfactin synthase subunit 3	srfAC srfA3 BSU03510	Bacillus subtilis (strain 168)	1275		10.1111/j.1365-2958.1993.tb01629.x; 10.1099/13500872-142-11-3047; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1074/mcp.m600464-mcp200; 10.1016/s0969-2126(02)00716-5	4.0	3D-structure;Antibiotic biosynthesis;Ligase;Phosphopantetheine;Phosphoprotein;Reference proteome;Sporulation	KW-0002; KW-0045; KW-0436; KW-0596; KW-0597; KW-1185; KW-0749	PF00501;PF13193;PF00668;PF00550;PF00975;	cd12117;cd19543;	IPR010071;IPR029058;IPR036736;IPR025110;IPR045851;IPR020845;IPR000873;IPR023213;IPR001242;IPR020806;IPR009081;IPR006162;IPR001031;	TIGR01733;	ATP-dependent AMP-binding enzyme family	PTHR45527:SF1;PTHR45527;	bsu:BSU03510;			amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; antibiotic biosynthetic process [GO:0017000]; secondary metabolite biosynthetic process [GO:0044550]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; amino acid activation for nonribosomal peptide biosynthetic process [GO:0043041]; antibiotic biosynthetic process [GO:0017000]; secondary metabolite biosynthetic process [GO:0044550]; sporulation resulting in formation of a cellular spore [GO:0030435]	938308;
Q08788	Q08788	reviewed	SRFAD_BACSU	Surfactin synthase thioesterase subunit (EC 3.1.2.-) (Cold shock protein CSI16)	srfAD srfA4 BSU03520	Bacillus subtilis (strain 168)	242		10.1111/j.1365-2958.1993.tb01629.x; 10.1099/13500872-142-11-3047; 10.1038/36786	4.0	3D-structure;Antibiotic biosynthesis;Cytoplasm;Direct protein sequencing;Hydrolase;Reference proteome;Sporulation;Stress response	KW-0002; KW-0045; KW-0963; KW-0903; KW-0378; KW-1185; KW-0749; KW-0346	PF00975;		IPR029058;IPR012223;IPR001031;		Thioesterase family	PTHR11487:SF0;PTHR11487;	bsu:BSU03520;	S33.A03;		antibiotic biosynthetic process [GO:0017000]; lipid biosynthetic process [GO:0008610]; sporulation resulting in formation of a cellular spore [GO:0030435]	cytoplasm [GO:0005737]; hydrolase activity [GO:0016787]; antibiotic biosynthetic process [GO:0017000]; lipid biosynthetic process [GO:0008610]; sporulation resulting in formation of a cellular spore [GO:0030435]	938300;
Q0SRC7	Q0SRC7	reviewed	SP2AB_CLOPS	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB CPR_2021	Clostridium perfringens (strain SM101 / Type A)	140		10.1101/gr.5238106	4.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;	cd16942;	IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF3;PTHR35526;	cpr:CPR_2021;			asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sigma factor antagonist activity [GO:0016989]; asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	
Q0TNR1	Q0TNR1	reviewed	SP2AB_CLOP1	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB CPF_2306	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	140		10.1101/gr.5238106	4.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;	cd16942;	IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF3;PTHR35526;	cpf:CPF_2306;			asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]; sigma factor antagonist activity [GO:0016989]; asexual sporulation [GO:0030436]; negative regulation of sporulation resulting in formation of a cellular spore [GO:0042174]; sporulation resulting in formation of a cellular spore [GO:0030435]	93001413;
Q10411	Q10411	reviewed	SPO15_SCHPO	Sporulation-specific protein 15	spo15 SPAC1F3.06c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	1957		10.1242/jcs.113.3.545; 10.1038/nature724; 10.1046/j.1365-2443.2000.00317.x; 10.1242/jcs.01629; 10.1021/pr7006335	4.0	Coiled coil;Cytoplasm;Cytoskeleton;Phosphoprotein;Reference proteome;Sporulation	KW-0175; KW-0963; KW-0206; KW-0597; KW-1185; KW-0749					MPC70 family	PTHR23159;PTHR23159:SF31;	spo:2541649;			ascospore-type prospore-specific spindle pole body remodeling [GO:0031322]	cytoplasm [GO:0005737]; meiotic spindle pole body [GO:0035974]; mitotic spindle pole body [GO:0044732]; ascospore-type prospore-specific spindle pole body remodeling [GO:0031322]	2541649;
Q2HDL4	Q2HDL4	reviewed	LAEA_CHAGB	Protein-methionine methyltransferase laeA (EC 2.1.1.-) (Secondary metabolism regulator laeA) (Velvet complex subunit laeA)	laeA CHGG_01690	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970) (Soil fungus)	319		10.1128/genomea.00021-15; 10.1016/j.funbio.2020.11.008; 10.1016/j.synbio.2022.07.002	4.0	Methyltransferase;Nucleus;Reference proteome;S-adenosyl-L-methionine;Sporulation;Transcription;Transcription regulation;Transferase;Virulence	KW-0489; KW-0539; KW-1185; KW-0949; KW-0749; KW-0804; KW-0805; KW-0808; KW-0843			IPR029063;		Methyltransferase superfamily, LaeA methyltransferase family					methylation [GO:0032259]; sporulation resulting in formation of a cellular spore [GO:0030435]	nucleus [GO:0005634]; methyltransferase activity [GO:0008168]; methylation [GO:0032259]; sporulation resulting in formation of a cellular spore [GO:0030435]	4388112;
Q45757	Q45757	reviewed	CR6AA_BACTU	Pesticidal crystal protein Cry6Aa (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIA(a))	cry6Aa cryVIa cryVIA(a)	Bacillus thuringiensis	475		10.1371/journal.ppat.1005389; 10.1186/s12915-016-0295-9; 10.1016/j.bbrc.2016.07.002	4.0	3D-structure;Disulfide bond;Host cell membrane;Host membrane;Membrane;Secreted;Sporulation;Toxin;Virulence	KW-0002; KW-1015; KW-1032; KW-1043; KW-0472; KW-0964; KW-0749; KW-0800; KW-0843		cd22656;		NF033928;	Cry6A endotoxin family					killing of cells of another organism [GO:0031640]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; host cell plasma membrane [GO:0020002]; membrane [GO:0016020]; toxin activity [GO:0090729]; killing of cells of another organism [GO:0031640]; sporulation resulting in formation of a cellular spore [GO:0030435]	
Q5AM60	Q5AM60	reviewed	CHI4_CANAL	Chitinase 4 (EC 3.2.1.14)	CHT4 CAALFM_C202010CA CaO19.1515 CaO19.9090	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	388		10.1073/pnas.0401648101; 10.1186/gb-2007-8-4-r52; 10.1186/gb-2013-14-9-r97; 10.1016/j.micres.2008.08.005	4.0	Carbohydrate metabolism;Chitin degradation;Chitin-binding;Glycoprotein;Glycosidase;Hydrolase;Polysaccharide degradation;Reference proteome;Secreted;Sporulation	KW-0119; KW-0146; KW-0147; KW-0325; KW-0326; KW-0378; KW-0624; KW-1185; KW-0964; KW-0749	PF00704;	cd06548;	IPR011583;IPR029070;IPR001223;IPR001579;IPR017853;IPR050314;		Glycosyl hydrolase 18 family, Chitinase class V subfamily	PTHR11177;PTHR11177:SF317;	cal:CAALFM_C202010CA;			chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; chitin binding [GO:0008061]; chitinase activity [GO:0004568]; endochitinase activity [GO:0008843]; chitin catabolic process [GO:0006032]; polysaccharide catabolic process [GO:0000272]; sporulation resulting in formation of a cellular spore [GO:0030435]	3635768;
Q5ATP7	Q5ATP7	reviewed	PHIA_EMENI	Cell wall protein phiA (Bafilomycin-induced protein B) (Phialide development protein A)	phiA binB ANIA_08333	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	182		10.1016/s1087-1845(03)00108-7; 10.1038/nature04341; 10.1016/j.fgb.2008.12.003; 10.1099/13500872-145-5-1115; 10.1007/s00438-002-0695-0	4.0	Cell wall;Glycoprotein;Reference proteome;Secreted;Signal;Sporulation	KW-0134; KW-0325; KW-1185; KW-0964; KW-0732; KW-0749					PhiA family		ani:ANIA_08333;			conidiophore development [GO:0070787]; phialide development [GO:0070790]; sexual sporulation resulting in formation of a cellular spore [GO:0043935]; sporocarp development involved in asexual reproduction [GO:0000905]	extracellular region [GO:0005576]; conidiophore development [GO:0070787]; phialide development [GO:0070790]; sexual sporulation resulting in formation of a cellular spore [GO:0043935]; sporocarp development involved in asexual reproduction [GO:0000905]	2868754;
Q5BBM1	Q5BBM1	reviewed	VELC_EMENI	Sexual development regulator velC	velC ANIA_02059	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans)	524		10.1371/journal.pone.0089883; 10.1038/nature04341; 10.1016/j.fgb.2008.12.003	4.0	Nucleus;Reference proteome;Sporulation;Transcription;Transcription regulation	KW-0539; KW-1185; KW-0749; KW-0804; KW-0805	PF11754;		IPR021740;IPR037525;IPR038491;		Velvet family, VelC subfamily	PTHR33572:SF17;PTHR33572;	ani:ANIA_02059;			regulation of asexual sporulation resulting in formation of a cellular spore [GO:0043943]; regulation of sexual sporulation resulting in formation of a cellular spore [GO:0043940]; sporulation resulting in formation of a cellular spore [GO:0030435]	nucleus [GO:0005634]; regulation of asexual sporulation resulting in formation of a cellular spore [GO:0043943]; regulation of sexual sporulation resulting in formation of a cellular spore [GO:0043940]; sporulation resulting in formation of a cellular spore [GO:0030435]	2874984;
