target	product	best_hit	HMM	evalue	score	EC	gene	ORF_start	ORF_end	product_start	product_end	product_length	ORF_length-aa
P42981	N-acetylglucosamine malate deacetylase 1	K01463	KOFam_prokaryote_KEGG	1.1e-75	251.4	3.5.1.-	bshB1	N/A	N/A	3	227	224	428
P42980	Methylglyoxal synthase	K01734	KOFam_prokaryote_KEGG	1.3e-64	214.1	4.2.3.3	mgsA	N/A	N/A	2	127	125	428
P42976	dapB; 4-hydroxy-tetrahydrodipicolinate reductase	K00215	KOFam_prokaryote_FOAM	3e-80	266.8	1.17.1.8		N/A	N/A	3	266	263	428
P42979	Hypothetical							N/A	N/A				
P54392	Hypothetical							N/A	N/A				
P54389	OGT; protein O-GlcNAc transferase	K09667	KOFam_prokaryote_FOAM	8.7e-32	88.0	2.4.1.255		N/A	N/A	129	404	275	428
P31103	ndk, NME; nucleoside-diphosphate kinase	K00940	KOFam_prokaryote_FOAM	7.4e-76	251.6	2.7.4.6		N/A	N/A	2	149	147	428
P31113	ubiE; demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	K03183	KOFam_prokaryote_FOAM	2.5e-99	329.6	2.1.1.163 2.1.1.201		N/A	N/A	3	233	230	428
P50733	Uncharacterized protein	K07098	KOFam_prokaryote_KEGG	2.3e-55	184.6			N/A	N/A	12	256	244	428
P35160	Cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE	K02199	KOFam_prokaryote_KEGG	2.3e-40	135.5		ccmG, dsbE	N/A	N/A	2	167	165	428
P35156	Hypothetical							N/A	N/A				
P11998	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	K00794	KOFam_prokaryote_FOAM	2.3e-74	246.6	2.5.1.78		N/A	N/A	1	152	151	428
P17616	Hypothetical							N/A	N/A				
P28628	Signal peptidase I	K03100	KOFam_prokaryote_KEGG	2.2e-57	191.0	3.4.21.89	lepB	N/A	N/A	9	181	172	428
P46352	Integrase/recombinase XerD	K04763	KOFam_prokaryote_KEGG	9.5e-105	348.3		xerD	N/A	N/A	4	295	291	428
P54569	1-deoxyxylulose-5-phosphate synthase	K23107	KOFam_prokaryote_KEGG	3.2e-81	269.8	1.1.-.-	yajO	N/A	N/A	1	298	297	428
P54518	Xaa-Pro dipeptidase	K01271	KOFam_prokaryote_KEGG	2.8e-110	366.2	3.4.13.9	pepQ	N/A	N/A	2	352	350	428
P54516	Hypothetical							N/A	N/A				
P54377	gcvPB; glycine dehydrogenase subunit 2	K00283	KOFam_prokaryote_FOAM	2.4e-258	855.0	1.4.4.2		N/A	N/A	3	486	483	428
P54376	gcvPA; glycine dehydrogenase subunit 1	K00282	KOFam_prokaryote_FOAM	1.2e-208	690.0	1.4.4.2		N/A	N/A	1	444	443	428
P54378	gcvT, AMT; aminomethyltransferase	K00605	KOFam_prokaryote_FOAM	1.8e-163	542.2	2.1.2.10		N/A	N/A	2	362	360	428
P23308	Antagonist of SinR	K06372	KOFam_prokaryote_KEGG	6e-24	80.5		sinI	N/A	N/A	1	57	56	428
P40949	TasA anchoring/assembly protein	K19433	KOFam_prokaryote_KEGG	4.7e-111	365.5		tapA	N/A	N/A	1	253	252	428
P54497	G-D-glutamyl-meso-diaminopimelate peptidase	K01308	KOFam_prokaryote_KEGG	1.3e-114	380.5	3.4.19.11	yqgT	N/A	N/A	38	374	336	428
P54478	Hypothetical							N/A	N/A				
P54476	Deoxyribonuclease IV	K01151	KOFam_prokaryote_KEGG	8.6e-117	386.8	3.1.21.2	nfo	N/A	N/A	1	286	285	428
P06224	RNA polymerase primary sigma factor	K03086	KOFam_prokaryote_KEGG	6.1e-175	580.1		rpoD	N/A	N/A	15	371	356	428
P54463	Phosphate:Na+ symporter	K03324	KOFam_prokaryote_KEGG	4.8e-92	306.2		yjbB	N/A	N/A	3	306	303	428
P54304	Oxygen-independent coproporphyrinogen III oxidase	K02495	KOFam_prokaryote_KEGG	1.7e-120	399.7	1.3.98.3	hemN, hemZ	N/A	N/A	3	376	373	428
P45947	Arsenate reductase (thioredoxin)	K03741	KOFam_prokaryote_KEGG	1.3e-49	165.8	1.20.4.4	arsC	N/A	N/A	6	134	128	428
P45946	Arsenite transporter	K03325	KOFam_prokaryote_KEGG	1.1e-143	476.0		ACR3, arsB	N/A	N/A	3	341	338	428
P45949	ArsR family transcriptional regulator, arsenate/arsenite/antimonite-responsive transcriptional repressor	K03892	KOFam_prokaryote_KEGG	1.8e-29	100.1		arsR	N/A	N/A	12	92	80	428
P45899	Hypothetical							N/A	N/A				
O05394	Cystathionine gamma-lyase / homocysteine desulfhydrase	K17217	KOFam_prokaryote_KEGG	9.8e-195	643.1	4.4.1.1 4.4.1.2	mccB	N/A	N/A	1	378	377	428
O05393	Cystathionine beta-synthase (O-acetyl-L-serine)	K17216	KOFam_prokaryote_KEGG	1.2e-148	490.7	2.5.1.134	mccA	N/A	N/A	1	304	303	428
Q9KWZ1	Quinolinate synthase	K03517	KOFam_prokaryote_KEGG	1.9e-121	402.7	2.5.1.72	nadA	N/A	N/A	14	367	353	428
Q01464	Septum site-determining protein MinD	K03609	KOFam_prokaryote_KEGG	8.7e-94	311.4		minD	N/A	N/A	1	267	266	428
Q01463	Septum site-determining protein MinC	K03610	KOFam_prokaryote_KEGG	7.7e-48	160.1		minC	N/A	N/A	6	212	206	428
Q01465	Rod shape-determining protein MreB and related proteins	K03569	KOFam_prokaryote_KEGG	6.8e-170	562.5		mreB	N/A	N/A	2	332	330	428
P94562	yedL; putative acetyltransferase	K03829	KOFam_prokaryote_FOAM	3.8e-76	252.5	2.3.1.-		N/A	N/A	1	151	150	428
P94559	Uncharacterized protein	K07095	KOFam_prokaryote_KEGG	4.2e-38	127.4			N/A	N/A	1	154	153	428
P94558	ITPA; inosine triphosphate pyrophosphatase	K01519	KOFam_prokaryote_FOAM	1.4e-78	260.7	3.6.1.-		N/A	N/A	4	196	192	428
P28619	Ribonuclease PH	K00989	KOFam_prokaryote_KEGG	3.8e-137	454.5	2.7.7.56	rph	N/A	N/A	1	241	240	428
P94556	murI; glutamate racemase	K01776	KOFam_prokaryote_FOAM	5.8e-102	338.1	5.1.1.3		N/A	N/A	3	267	264	428
P97247	MarR family transcriptional regulator, 2-MHQ and catechol-resistance regulon repressor	K15973	KOFam_prokaryote_KEGG	3.8e-31	105.0		mhqR	N/A	N/A	17	144	127	428
P11470	LuxR family transcriptional regulator, transcriptional regulator of spore coat protein	K01994	KOFam_prokaryote_KEGG	3.6e-40	132.8		gerE	N/A	N/A	1	73	72	428
P42955	Hypothetical							N/A	N/A				
P94536	Carbohydrate diacid regulator	K02647	KOFam_prokaryote_KEGG	3.9e-101	335.6		cdaR	N/A	N/A	1	365	364	428
P07908	Replication initiation and membrane attachment protein	K03346	KOFam_prokaryote_KEGG	4.2e-136	451.2		dnaB	N/A	N/A	6	468	462	428
O34425	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	K00134	KOFam_prokaryote_FOAM	3.9e-152	504.9	1.2.1.12		N/A	N/A	1	335	334	428
O34367	MFS transporter, DHA1 family, inner membrane transport protein	K19577	KOFam_prokaryote_KEGG	1.4e-120	400.0		ydhP	N/A	N/A	9	391	382	428
O34600	Bifunctional oligoribonuclease and PAP phosphatase NrnA	K06881	KOFam_prokaryote_KEGG	2.2e-95	316.6	3.1.3.7 3.1.13.3	nrnA	N/A	N/A	3	312	309	428
O34308	3-oxoacyl-[acyl-carrier protein] reductase	K00059	KOFam_prokaryote_KEGG	2.4e-65	217.7	1.1.1.100	fabG, OAR1	N/A	N/A	2	248	246	428
P40779	Hypothetical							N/A	N/A				
O34799	Diacylglycerol kinase (ATP)	K07029	KOFam_prokaryote_KEGG	1.7e-53	178.6	2.7.1.107	dagK	N/A	N/A	5	307	302	428
O32067	Hypothetical							N/A	N/A				
P54417	Glycine betaine transporter	K05020	KOFam_prokaryote_KEGG	4e-234	774.6		opuD, betL	N/A	N/A	5	499	494	428
O34707	Tetraprenyl-beta-curcumene synthase	K16188	KOFam_prokaryote_KEGG	9.5e-172	567.4	4.2.3.130	ytpB	N/A	N/A	1	353	352	428
O34705	pldB; lysophospholipase	K01048	KOFam_prokaryote_FOAM	4.9e-63	210.3	3.1.1.5		N/A	N/A	3	257	254	428
O32078	Hypothetical							N/A	N/A				
Q08432	patB, malY; cysteine-S-conjugate beta-lyase	K14155	KOFam_prokaryote_FOAM	1.8e-168	557.9	4.4.1.13		N/A	N/A	2	386	384	428
O32106	Leucyl aminopeptidase	K01255	KOFam_prokaryote_KEGG	2.5e-169	561.8	3.4.11.1	CARP, pepA	N/A	N/A	10	493	483	428
O32117	ndh; NADH:ubiquinone reductase (H+-translocating)	K03885	KOFam_prokaryote_FOAM	1.7e-82	274.4	7.1.1.2		N/A	N/A	2	342	340	428
O32137	allB; allantoinase	K01466	KOFam_prokaryote_FOAM	3.1e-158	524.4	3.5.2.5		N/A	N/A	3	441	438	428
O32141	Urate oxidase / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase	K16838	KOFam_prokaryote_KEGG	5.4e-174	574.1	1.7.3.3 4.1.1.97	pucL	N/A	N/A	80	488	408	428
Q8RMG1	PRODH, fadM, putB; proline dehydrogenase	K00318	KOFam_prokaryote_FOAM	4.3e-59	197.4	1.5.5.2		N/A	N/A	11	295	284	428
P07868	Spore germination protein AA	K06288	KOFam_prokaryote_KEGG	9.2e-234	773.1		gerAA	N/A	N/A	1	480	479	428
P07869	Spore germination protein AB	K06289	KOFam_prokaryote_KEGG	7.3e-136	449.4		gerAB	N/A	N/A	1	364	363	428
P07870	Spore germination protein AC	K06290	KOFam_prokaryote_KEGG	4.1e-175	578.8		gerAC	N/A	N/A	1	373	372	428
O32211	Hypothetical							N/A	N/A				
O32245	Hypothetical							N/A	N/A				
P27876	TPI, tpiA; triosephosphate isomerase (TIM)	K01803	KOFam_prokaryote_FOAM	3.1e-110	365.6	5.3.1.1		N/A	N/A	1	247	246	428
P40924	PGK, pgk; phosphoglycerate kinase	K00927	KOFam_prokaryote_FOAM	1.7e-201	667.7	2.7.2.3		N/A	N/A	1	394	393	428
P96711	GntR family transcriptional regulator, arabinose operon transcriptional repressor	K02103	KOFam_prokaryote_KEGG	1.2e-145	482.1		araR	N/A	N/A	1	361	360	428
O06990	Arabinogalactan oligomer / maltooligosaccharide transport system permease protein	K15771	KOFam_prokaryote_KEGG	5.8e-148	490.3		ganP, mdxF	N/A	N/A	9	434	425	428
O34752	Phosphatidylglycerol---prolipoprotein diacylglyceryl transferase	K13292	KOFam_prokaryote_KEGG	1.6e-89	297.2	2.5.1.145	lgt, umpA	N/A	N/A	8	263	255	428
O34375	Hypothetical							N/A	N/A				
Q05852	manB; phosphomannomutase	K01840	KOFam_prokaryote_FOAM	2.9e-53	178.1	5.4.2.8		N/A	N/A	2	211	209	428
P39848	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase	K23989	KOFam_prokaryote_KEGG	9e-170	559.5	3.2.1.96	lytD, lytB	N/A	N/A	1	879	878	428
P39569	Spore germination protein BA	K06291	KOFam_prokaryote_KEGG	1.9e-253	837.8		gerBA	N/A	N/A	1	483	482	428
P39570	Spore germination protein BB	K06292	KOFam_prokaryote_KEGG	2.3e-167	553.3		gerBB	N/A	N/A	1	367	366	428
P39571	Spore germination protein BC	K06293	KOFam_prokaryote_KEGG	1.9e-178	589.6		gerBC	N/A	N/A	1	374	373	428
P96718	UGDH, ugd; UDPglucose 6-dehydrogenase	K00012	KOFam_prokaryote_FOAM	4.8e-183	606.3	1.1.1.22		N/A	N/A	1	432	431	428
P94583	Response regulator aspartate phosphatase D	K06362	KOFam_prokaryote_KEGG	1.7e-164	544.0	3.1.-.-	rapD	N/A	N/A	1	354	353	428
P71043	L-amino acid N-acyltransferase	K24217	KOFam_prokaryote_KEGG	5.5e-45	150.8	2.3.1.-	mnaT	N/A	N/A	1	162	161	428
P71041	Hypothetical							N/A	N/A				
P71040	Cardiolipin synthase A/B	K06131	KOFam_prokaryote_KEGG	1.9e-154	512.5	2.7.8.-	clsA_B	N/A	N/A	11	482	471	428
P39153	L-threonylcarbamoyladenylate synthase	K07566	KOFam_prokaryote_KEGG	3.3e-131	435.4	2.7.7.87	tsaC, rimN, SUA5	N/A	N/A	18	343	325	428
P39152	Hypothetical							N/A	N/A				
P45867	ACADS, bcd; butyryl-CoA dehydrogenase	K00248	KOFam_prokaryote_FOAM	5.6e-179	592.9	1.3.8.1		N/A	N/A	5	377	372	428
P45866	Dimethylglycine catabolism B	K21834	KOFam_prokaryote_KEGG	7.7e-118	390.7		dgcB	N/A	N/A	226	696	470	428
P71002	Response regulator aspartate phosphatase F	K06364	KOFam_prokaryote_KEGG	3.2e-147	487.0	3.1.-.-	rapF	N/A	N/A	1	374	373	428
P70998	speE, SRM, SPE3; spermidine synthase	K00797	KOFam_prokaryote_FOAM	1.8e-87	290.6	2.5.1.16		N/A	N/A	15	273	258	428
P39618	Xanthine permease XanP	K16345	KOFam_prokaryote_KEGG	1.2e-35	118.9		xanP	N/A	N/A	2	420	418	428
P39616	4,4'-diapolycopenoate synthase	K25072	KOFam_prokaryote_KEGG	1.1e-194	644.0	1.2.99.10	crtNc	N/A	N/A	1	456	455	428
P39588	Hypothetical							N/A	N/A				
P94367	ATP-binding cassette, subfamily C, bacterial CydC	K16012	KOFam_prokaryote_KEGG	3.3e-190	630.1		cydC	N/A	N/A	8	567	559	428
P42306	UMF1; MFS transporter, UMF1 family	K06902	KOFam_prokaryote_FOAM	3.9e-139	461.0			N/A	N/A	7	416	409	428
P42305	deaD, cshA; ATP-dependent RNA helicase DeaD	K05592	KOFam_prokaryote_FOAM	2.7e-179	586.7	3.6.4.13		N/A	N/A	1	476	475	428
P42304	Rhamnogalacturonan acetylesterase	K15530	KOFam_prokaryote_KEGG	4.4e-35	77.2	3.1.1.86	RGAE	N/A	N/A	173	262	89	428
P39142	pdp; pyrimidine-nucleoside phosphorylase	K00756	KOFam_prokaryote_FOAM	2.3e-215	712.4	2.4.2.2		N/A	N/A	1	432	431	428
P46337	DeoR family transcriptional regulator, myo-inositol catabolism operon repressor	K06608	KOFam_prokaryote_KEGG	1.8e-109	361.6		iolR	N/A	N/A	1	250	249	428
O32294	Response regulator aspartate phosphatase G	K06365	KOFam_prokaryote_KEGG	3.1e-174	576.0	3.1.-.-	rapG	N/A	N/A	1	365	364	428
P37509	Uncharacterized protein	K06888	KOFam_prokaryote_KEGG	5.6e-33	110.8			N/A	N/A	7	58	51	428
P37519	Anaerobic dimethyl sulfoxide reductase subunit A	K07306	KOFam_prokaryote_KEGG	2e-123	407.0	1.8.5.3	dmsA	N/A	N/A	3	667	664	428
P25812	TRNA uridine 5-carboxymethylaminomethyl modification enzyme	K03495	KOFam_prokaryote_KEGG	8.7e-291	963.3		gidA, mnmG, MTO1	N/A	N/A	7	622	615	428
P25811	TRNA modification GTPase	K03650	KOFam_prokaryote_KEGG	1.5e-166	552.5	3.6.-.-	mnmE, trmE, MSS1	N/A	N/A	2	459	457	428
Q18CA3	Nucleoid-associated protein EbfC	K09747	KOFam_prokaryote_KEGG	8.8e-48	159.2		ebfC	N/A	N/A	9	115	106	428
Q18CD1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	K00991	KOFam_prokaryote_KEGG	5.3e-85	282.3	2.7.7.60	ispD	N/A	N/A	2	228	226	428
Q18CD3	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	K01770	KOFam_prokaryote_KEGG	2.2e-82	273.9	4.6.1.12	ispF	N/A	N/A	1	155	154	428
Q18CL0	glmM; phosphoglucosamine mutase	K03431	KOFam_prokaryote_FOAM	1.2e-198	658.1	5.4.2.10		N/A	N/A	2	445	443	428
Q18BF1	Putative holliday junction resolvase	K07447	KOFam_prokaryote_KEGG	1.1e-57	192.2	3.1.-.-	ruvX	N/A	N/A	4	136	132	428
Q186N3	Pyroglutamyl-peptidase	K01304	KOFam_prokaryote_KEGG	1e-51	172.7	3.4.19.3	pcp	N/A	N/A	2	199	197	428
Q187D2	Uncharacterized protein	K09861	KOFam_prokaryote_KEGG	4.2e-66	220.0			N/A	N/A	1	246	245	428
Q182C3	GTPase	K03595	KOFam_prokaryote_KEGG	4.7e-122	404.9		era, ERAL1	N/A	N/A	3	295	292	428
Q182C6	Probable rRNA maturation factor	K07042	KOFam_prokaryote_KEGG	6.2e-48	160.4		ybeY, yqfG	N/A	N/A	9	151	142	428
Q182X3	Transcriptional repressor NrdR	K07738	KOFam_prokaryote_KEGG	1.6e-67	224.3		nrdR	N/A	N/A	1	146	145	428
Q182Z8	murE; UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	K01928	KOFam_prokaryote_FOAM	3.1e-187	620.7	6.3.2.13		N/A	N/A	1	483	482	428
Q180P5	Cell division protein WhiA	K09762	KOFam_prokaryote_KEGG	8.2e-118	390.1		whiA	N/A	N/A	1	313	312	428
Q180W5	F-type H+-transporting ATPase subunit beta	K02133	KOFam_prokaryote_KEGG	0.0	1012.7	7.1.2.2	ATPeF1B, ATP5B, ATP2	N/A	N/A	2	461	459	428
Q181B5	Stage V sporulation protein G	K06412	KOFam_prokaryote_KEGG	6.1e-42	139.5		spoVG	N/A	N/A	1	84	83	428
