From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER	KEGG	MEROPS	CAZy	Gene Ontology (biological process)	Gene Ontology (GO)	GeneID
BSU15220	P37585	reviewed	MURG_BACSU	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG BSU15220	Bacillus subtilis (strain 168)	363		10.1016/0378-1119(92)90264-p; 10.1016/0300-9084(92)90146-6; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.171.12.6821-6834.1989	3.0	Cell cycle;Cell division;Cell membrane;Cell shape;Cell wall biogenesis/degradation;Glycosyltransferase;Membrane;Peptidoglycan synthesis;Reference proteome;Transferase	KW-0131; KW-0132; KW-1003; KW-0133; KW-0961; KW-0328; KW-0472; KW-0573; KW-1185; KW-0808	PF04101;PF03033;	cd03785;	IPR006009;IPR007235;IPR004276;	TIGR01133;	Glycosyltransferase 28 family, MurG subfamily	PTHR21015:SF22;PTHR21015;	bsu:BSU15220;		GT28;	carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	plasma membrane [GO:0005886]; glycosyltransferase activity [GO:0016757]; UDP-N-acetyl-D-glucosamine:N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelyl-D-alanyl-D-alanine-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase activity [GO:0051991]; undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity [GO:0050511]; carbohydrate metabolic process [GO:0005975]; cell division [GO:0051301]; cell wall organization [GO:0071555]; lipid glycosylation [GO:0030259]; peptidoglycan biosynthetic process [GO:0009252]; regulation of cell shape [GO:0008360]	935929;
BSU25710	P54450	reviewed	CWLH_BACSU	N-acetylmuramoyl-L-alanine amidase CwlH (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)	cwlH yqeE BSU25710	Bacillus subtilis (strain 168)	250		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1128/jb.181.20.6230-6237.1999	4.0	Cell wall biogenesis/degradation;Competence;Hydrolase;Reference proteome;Secreted;Signal;Sporulation	KW-0961; KW-0178; KW-0378; KW-1185; KW-0964; KW-0732; KW-0749	PF01510;PF01471;	cd06583;	IPR036505;IPR002502;IPR051206;IPR002477;IPR036365;IPR036366;		N-acetylmuramoyl-L-alanine amidase 2 family	PTHR30417;PTHR30417:SF11;	bsu:BSU25710;			cell wall organization [GO:0071555]; establishment of competence for transformation [GO:0030420]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]; sporulation resulting in formation of a cellular spore [GO:0030435]	extracellular region [GO:0005576]; N-acetylmuramoyl-L-alanine amidase activity [GO:0008745]; cell wall organization [GO:0071555]; establishment of competence for transformation [GO:0030420]; peptidoglycan catabolic process [GO:0009253]; peptidoglycan turnover [GO:0009254]; sporulation resulting in formation of a cellular spore [GO:0030435]	937808;
BSU29239	C0H3P8	reviewed	YTRH_BACSU	Sporulation membrane protein YtrH	ytrH spoVIGA BSU29239	Bacillus subtilis (strain 168)	113		10.1038/36786; 10.1016/s0022-2836(03)00205-5; 10.1128/jb.186.23.8089-8095.2004	3.0	Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF14034;		IPR025689;				bsu:BSU29239;			sporulation resulting in formation of a cellular spore [GO:0030435]	membrane [GO:0016020]; sporulation resulting in formation of a cellular spore [GO:0030435]	8303067;86872559;
BSU18220	O34893	reviewed	YNGF_BACSU	Putative enoyl-CoA hydratase/isomerase YngF	yngF BSU18220	Bacillus subtilis (strain 168)	260		10.1099/00221287-143-11-3443; 10.1038/36786	1.0	Lyase;Reference proteome	KW-0456; KW-1185	PF00378;	cd06558;	IPR029045;IPR018376;IPR001753;IPR014748;		Enoyl-CoA hydratase/isomerase family	PTHR11941:SF54;PTHR11941;	bsu:BSU18220;			fatty acid beta-oxidation [GO:0006635]	hydro-lyase activity [GO:0016836]; fatty acid beta-oxidation [GO:0006635]	939467;
BSU38440	P25149	reviewed	YWAF_BACSU	Uncharacterized protein YwaF (ORF1)	ywaF BSU38440 ipa-11d	Bacillus subtilis (strain 168)	237		10.3109/10425179109020780; 10.1111/j.1365-2958.1993.tb01963.x; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF14808;		IPR011737;	TIGR02206;			bsu:BSU38440;				plasma membrane [GO:0005886]	937341;
BSU19730	O34317	reviewed	YODS_BACSU	Probable coenzyme A transferase subunit alpha (EC 2.8.3.-) (Probable CoA-transferase subunit alpha)	yodS yokN BSU19730	Bacillus subtilis (strain 168)	229		10.1093/dnares/5.3.195; 10.1038/36786	2.0	Reference proteome;Transferase	KW-1185; KW-0808	PF01144;		IPR012792;IPR004165;IPR004163;IPR037171;	TIGR02429;	3-oxoacid CoA-transferase subunit A family	PTHR13707:SF60;PTHR13707;	bsu:BSU19730;				CoA-transferase activity [GO:0008410]	940052;
BSU04610	P96617	reviewed	YDCA_BACSU	Putative rhomboid protease YdcA (EC 3.4.21.-)	ydcA BSU04610	Bacillus subtilis (strain 168)	199		10.1007/s004380050546; 10.1038/36786	2.0	Cell membrane;Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0378; KW-0472; KW-0645; KW-1185; KW-0812; KW-1133	PF01694;		IPR022764;IPR035952;IPR050925;		Peptidase S54 family	PTHR43731:SF14;PTHR43731;	bsu:BSU04610;	S54.A18;		proteolysis [GO:0006508]	plasma membrane [GO:0005886]; serine-type endopeptidase activity [GO:0004252]; proteolysis [GO:0006508]	939936;
BSU07660	O34345	reviewed	YFLJ_BACSU	Uncharacterized protein YflJ	yflJ BSU07660	Bacillus subtilis (strain 168)	45		10.1016/s0378-1119(97)00130-3; 10.1038/36786	1.0	Reference proteome	KW-1185	PF11121;		IPR022580;				bsu:BSU07660;					939685;
BSU33550	O32225	reviewed	YVAC_BACSU	Uncharacterized membrane protein YvaC	yvaC BSU33550	Bacillus subtilis (strain 168)	631		10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF13515;		IPR049453;		YccS/YhfK family	PTHR30509:SF9;PTHR30509;	bsu:BSU33550;				plasma membrane [GO:0005886]	936143;
BSU28060	P37575	reviewed	SP2B_BACSU	Stage II sporulation protein B	spoIIB BSU28060	Bacillus subtilis (strain 168)	332		10.1128/jb.175.2.528-540.1993; 10.1038/36786; 10.1128/jb.182.4.1096-1108.2000	3.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF05036;		IPR007730;IPR036680;				bsu:BSU28060;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; peptidoglycan binding [GO:0042834]; sporulation resulting in formation of a cellular spore [GO:0030435]	937497;
BSU25010	P54487	reviewed	YQGE_BACSU	Uncharacterized protein YqgE	yqgE BSU25010	Bacillus subtilis (strain 168)	430		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF07690;		IPR011701;IPR036259;IPR052528;			PTHR23526;PTHR23526:SF2;	bsu:BSU25010;				plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	938196;
BSU38630	P94377	reviewed	CATX_BACSU	Catalase X (EC 1.11.1.6)	katX yxlI BSU38630	Bacillus subtilis (strain 168)	547		10.1099/13500872-142-11-3113; 10.1038/36786	3.0	Cytoplasm;Heme;Hydrogen peroxide;Iron;Metal-binding;Oxidoreductase;Peroxidase;Reference proteome	KW-0963; KW-0349; KW-0376; KW-0408; KW-0479; KW-0560; KW-0575; KW-1185	PF00199;PF06628;	cd08154;	IPR018028;IPR024708;IPR024711;IPR011614;IPR002226;IPR010582;IPR020835;		Catalase family	PTHR11465;PTHR11465:SF23;	bsu:BSU38630;			hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542]	cytoplasm [GO:0005737]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542]	937399;
BSU10280	O07611	reviewed	YHFM_BACSU	Uncharacterized protein YhfM	yhfM BSU10280	Bacillus subtilis (strain 168)	131		10.1099/00221287-144-4-859; 10.1038/36786	1.0	Reference proteome;Signal	KW-1185; KW-0732							bsu:BSU10280;					936312;
BSU24230	P17896	reviewed	SP4B_BACSU	SpoIVB peptidase (EC 3.4.21.116) (Sporulation factor IV B protease) (Stage IV sporulation protein B) [Cleaved into: SpoIVB peptidase 45 kDa isoform; SpoIVB peptidase 43 kDa isoform; SpoIVB peptidase 42 kDa isoform]	spoIVB BSU24230	Bacillus subtilis (strain 168)	426		10.1128/jb.172.3.1306-1311.1990; 10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1046/j.1365-2958.2000.01946.x; 10.1128/jb.184.1.191-199.2002; 10.1046/j.1365-2958.2003.03651.x; 10.1074/jbc.m407048200	5.0	Direct protein sequencing;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Sporulation;Zymogen	KW-0903; KW-0378; KW-0645; KW-1185; KW-0720; KW-0732; KW-0749; KW-0865	PF17820;PF05580;	cd00989;	IPR001478;IPR041489;IPR036034;IPR009003;IPR008763;IPR014219;	TIGR02860;			bsu:BSU24230;	S55.001;		proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	serine-type peptidase activity [GO:0008236]; proteolysis [GO:0006508]; sporulation resulting in formation of a cellular spore [GO:0030435]	938654;
BSU18030	Q45060	reviewed	TLP_BACSU	Small, acid-soluble spore protein Tlp	tlp tlpA BSU18030	Bacillus subtilis (strain 168)	83		10.1099/13500872-142-11-3097; 10.1038/36786; 10.1128/jb.180.24.6704-6712.1998; 10.1016/s0378-1119(99)00124-9	2.0	Direct protein sequencing;Reference proteome;Sporulation	KW-0903; KW-1185; KW-0749	PF19824;		IPR017524;	TIGR03090;	Tlp family		bsu:BSU18030;			asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	asexual sporulation [GO:0030436]; sporulation resulting in formation of a cellular spore [GO:0030435]	938091;
BSU19330	O35023	reviewed	SODF_BACSU	Probable superoxide dismutase [Fe] (EC 1.15.1.1)	sodF BSU19330	Bacillus subtilis (strain 168)	281		10.1038/36786	2.0	Iron;Metal-binding;Oxidoreductase;Reference proteome	KW-0408; KW-0479; KW-0560; KW-1185	PF02777;PF00081;		IPR050265;IPR001189;IPR019833;IPR019832;IPR019831;IPR036324;IPR036314;		Iron/manganese superoxide dismutase family	PTHR11404;PTHR11404:SF6;	bsu:BSU19330;				metal ion binding [GO:0046872]; superoxide dismutase activity [GO:0004784]	939503;
BSU06920	O31513	reviewed	YESJ_BACSU	Uncharacterized N-acetyltransferase YesJ (EC 2.3.1.-)	yesJ yeeN yfxC yfxD BSU06920	Bacillus subtilis (strain 168)	180		10.1038/36786	2.0	Acyltransferase;Reference proteome;Transferase	KW-0012; KW-1185; KW-0808	PF00583;	cd04301;	IPR016181;IPR050832;IPR000182;		Acetyltransferase family	PTHR43877:SF2;PTHR43877;	bsu:BSU06920;				N-acetyltransferase activity [GO:0008080]	936070;
BSU07300	O06483	reviewed	YFNE_BACSU	Uncharacterized glycosyltransferase YfnE (EC 2.4.-.-)	yfnE BSU07300	Bacillus subtilis (strain 168)	392		10.1038/36786	1.0	Glycosyltransferase;Reference proteome;Transferase	KW-0328; KW-1185; KW-0808	PF00535;	cd00761;	IPR001173;IPR050834;IPR029044;		Glycosyltransferase 2 family	PTHR43685;PTHR43685:SF3;	bsu:BSU07300;		GT2;		glycosyltransferase activity [GO:0016757]	938781;
BSU13050	O31653	reviewed	YKZH_BACSU	Uncharacterized protein YkzH	ykzH BSU13050	Bacillus subtilis (strain 168)	74		10.1038/36786	1.0	Coiled coil;Reference proteome	KW-0175; KW-1185							bsu:BSU13050;					937994;
BSU36540	P71045	reviewed	YWNJ_BACSU	Uncharacterized membrane protein YwnJ	ywnJ BSU36540	Bacillus subtilis (strain 168)	140		10.1128/jb.179.10.3371-3373.1997; 10.1038/36786; 10.1016/j.jmb.2006.01.059	2.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04892;		IPR006976;	NF037970;			bsu:BSU36540;				plasma membrane [GO:0005886]	936936;
BSU10930	O06737	reviewed	CYSH2_BACSU	Adenosine 5'-phosphosulfate reductase 2 (APS reductase 2) (EC 1.8.4.10) (5'-adenylylsulfate reductase 2) (Thioredoxin-dependent 5'-adenylylsulfate reductase 2)	cysH1 yitB BSU10930	Bacillus subtilis (strain 168)	236		10.1099/00221287-143-10-3309; 10.1038/36786	4.0	Cytoplasm;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome	KW-0963; KW-0408; KW-0411; KW-0479; KW-0560; KW-1185	PF01507;	cd01713;	IPR011798;IPR004511;IPR002500;IPR014729;	TIGR02055;TIGR00434;	PAPS reductase family, CysH subfamily	PTHR46509;PTHR46509:SF1;	bsu:BSU10930;			cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; adenylyl-sulfate reductase (thioredoxin) activity [GO:0043866]; metal ion binding [GO:0046872]; phosphoadenylyl-sulfate reductase (thioredoxin) activity [GO:0004604]; cysteine biosynthetic process [GO:0019344]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin) [GO:0019379]	939787;
BSU25350	P54469	reviewed	YQFD_BACSU	Uncharacterized protein YqfD	yqfD BSU25350	Bacillus subtilis (strain 168)	398		10.1099/13500872-142-11-3103; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Cell membrane;Membrane;Reference proteome;Sporulation;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0749; KW-0812; KW-1133	PF06898;		IPR010690;	TIGR02876;			bsu:BSU25350;			sporulation resulting in formation of a cellular spore [GO:0030435]	plasma membrane [GO:0005886]; sporulation resulting in formation of a cellular spore [GO:0030435]	937867;
BSU00660	P37562	reviewed	PKN1_BACSU	Probable serine/threonine-protein kinase YabT (EC 2.7.11.1)	yabT BSU00660	Bacillus subtilis (strain 168)	338	O34507; P45870; P16971; O31435; P96716	10.1093/dnares/1.1.1; 10.1038/36786	5.0	3D-structure;ATP-binding;Kinase;Nucleotide-binding;Reference proteome;Serine/threonine-protein kinase;Transferase	KW-0002; KW-0067; KW-0418; KW-0547; KW-1185; KW-0723; KW-0808	PF00069;		IPR011009;IPR000719;IPR017441;		Protein kinase superfamily, Ser/Thr protein kinase family	PTHR44167;PTHR44167:SF31;	bsu:BSU00660;				3-phosphoinositide-dependent protein kinase activity [GO:0004676]; AMP-activated protein kinase activity [GO:0004679]; ATP binding [GO:0005524]; DNA-dependent protein kinase activity [GO:0004677]; histone H2AS1 kinase activity [GO:0044024]; histone H2AS121 kinase activity [GO:0072371]; histone H2AT120 kinase activity [GO:1990244]; histone H2AXS139 kinase activity [GO:0035979]; histone H2BS14 kinase activity [GO:0044025]; histone H2BS36 kinase activity [GO:0140823]; histone H3S10 kinase activity [GO:0035175]; histone H3S28 kinase activity [GO:0044022]; histone H3S57 kinase activity [GO:0140855]; histone H3T11 kinase activity [GO:0035402]; histone H3T3 kinase activity [GO:0072354]; histone H3T45 kinase activity [GO:0140857]; histone H3T6 kinase activity [GO:0035403]; histone H4S1 kinase activity [GO:0044023]; protein serine kinase activity [GO:0106310]; Rho-dependent protein serine/threonine kinase activity [GO:0072518]; ribosomal protein S6 kinase activity [GO:0004711]	936964;
BSU00490	P28015	reviewed	SP5G_BACSU	Putative septation protein SpoVG (Stage V sporulation protein G)	spoVG BSU00490	Bacillus subtilis (strain 168)	97		10.1016/0167-4781(92)90536-9; 10.1093/dnares/1.1.1; 10.1038/36786; 10.1128/jb.178.15.4611-4619.1996; 10.1128/jb.181.11.3392-3401.1999	2.0	3D-structure;Cell cycle;Cell division;Direct protein sequencing;Reference proteome;Septation;Sporulation	KW-0002; KW-0131; KW-0132; KW-0903; KW-1185; KW-0717; KW-0749	PF04026;		IPR007170;IPR036751;		SpoVG family	PTHR38429;PTHR38429:SF1;	bsu:BSU00490;			asexual sporulation [GO:0030436]; division septum assembly [GO:0000917]; sporulation resulting in formation of a cellular spore [GO:0030435]	asexual sporulation [GO:0030436]; division septum assembly [GO:0000917]; sporulation resulting in formation of a cellular spore [GO:0030435]	936959;
BSU26970	O06012	reviewed	ADHB_BACSU	Uncharacterized zinc-type alcohol dehydrogenase-like protein AdhB (EC 1.-.-.-)	adhB BSU26970	Bacillus subtilis (strain 168)	378		10.1099/00221287-143-4-1321; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1111/j.1365-2958.2008.06568.x	2.0	Metal-binding;Oxidoreductase;Reference proteome;Zinc	KW-0479; KW-0560; KW-1185; KW-0862	PF08240;PF00107;	cd08283;	IPR013149;IPR013154;IPR002328;IPR011032;IPR036291;		Zinc-containing alcohol dehydrogenase family, Class-III subfamily	PTHR42813:SF2;PTHR42813;	bsu:BSU26970;				oxidoreductase activity [GO:0016491]; zinc ion binding [GO:0008270]	937604;
BSU39590	P54943	reviewed	YXED_BACSU	Uncharacterized protein YxeD	yxeD BSU39590 HS74DR	Bacillus subtilis (strain 168)	117		10.1093/dnares/2.6.295; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Reference proteome	KW-1185							bsu:BSU39590;					937597;
BSU23320	O32012	reviewed	YPZC_BACSU	Uncharacterized protein YpzC	ypzC BSU23320	Bacillus subtilis (strain 168)	78		10.1038/36786	1.0	Reference proteome	KW-1185							bsu:BSU23320;					938940;
BSU36030	O05224	reviewed	YWRK_BACSU	Putative arsenical pump membrane protein	ywrK BSU36030	Bacillus subtilis (strain 168)	442		10.1099/00221287-143-10-3313; 10.1038/36786	2.0	Arsenical resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0059; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF02040;	cd01118;	IPR000802;		ArsB family	PTHR43302:SF6;PTHR43302;	bsu:BSU36030;			response to arsenic-containing substance [GO:0046685]	plasma membrane [GO:0005886]; arsenite transmembrane transporter activity [GO:0015105]; response to arsenic-containing substance [GO:0046685]	936864;
BSU10920	O06736	reviewed	SAT2_BACSU	Probable sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Sulfate adenylate transferase) (SAT)	yitA BSU10920	Bacillus subtilis (strain 168)	389		10.1099/00221287-143-10-3309; 10.1038/36786	2.0	ATP-binding;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0547; KW-0548; KW-1185; KW-0808	PF01747;PF14306;	cd00517;	IPR025980;IPR015947;IPR014729;IPR020792;IPR024951;IPR002650;	TIGR00339;	Sulfate adenylyltransferase family	PTHR43509;PTHR43509:SF1;	bsu:BSU10920;			hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	ATP binding [GO:0005524]; sulfate adenylyltransferase (ATP) activity [GO:0004781]; hydrogen sulfide biosynthetic process [GO:0070814]; sulfate assimilation [GO:0000103]	939334;
BSU07140	O31533	reviewed	YETF_BACSU	UPF0702 transmembrane protein YetF	yetF BSU07140	Bacillus subtilis (strain 168)	231		10.1038/36786	2.0	3D-structure;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-0002; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF04239;PF20730;		IPR007353;IPR023090;IPR048454;		UPF0702 family	PTHR34582;PTHR34582:SF5;	bsu:BSU07140;				plasma membrane [GO:0005886]	936086;
BSU30950	P39125	reviewed	GLGA_BACSU	Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase)	glgA BSU30950	Bacillus subtilis (strain 168)	484		10.1111/j.1365-2958.1994.tb00301.x; 10.1099/00221287-143-11-3431; 10.1038/36786	3.0	Glycogen biosynthesis;Glycosyltransferase;Reference proteome;Transferase	KW-0320; KW-0328; KW-1185; KW-0808	PF08323;PF00534;	cd03791;	IPR001296;IPR011835;IPR013534;	TIGR02095;	Glycosyltransferase 1 family, Bacterial/plant glycogen synthase subfamily	PTHR45825:SF11;PTHR45825;	bsu:BSU30950;		GT5;	glycogen biosynthetic process [GO:0005978]	alpha-1,4-glucan glucosyltransferase (ADP-glucose donor) activity [GO:0009011]; alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity [GO:0004373]; glycogen biosynthetic process [GO:0005978]	936781;
BSU11080	O06752	reviewed	YITQ_BACSU	Uncharacterized protein YitQ	yitQ BSU11080	Bacillus subtilis (strain 168)	195		10.1099/00221287-143-10-3309; 10.1038/36786	1.0	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix	KW-1003; KW-0472; KW-1185; KW-0812; KW-1133	PF22564;						bsu:BSU11080;				plasma membrane [GO:0005886]	939797;
BSU13940	Q796K9	reviewed	YKWB_BACSU	Uncharacterized N-acetyltransferase YkwB (EC 2.3.1.-)	ykwB BSU13940	Bacillus subtilis (strain 168)	226		10.1099/00221287-143-10-3231; 10.1038/36786; 10.1099/mic.0.027839-0	2.0	Acyltransferase;Reference proteome;Transferase	KW-0012; KW-1185; KW-0808	PF00583;	cd04301;	IPR016181;IPR000182;		Acetyltransferase family		bsu:BSU13940;				acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]	939246;
BSU36490	P94573	reviewed	YWOC_BACSU	Uncharacterized isochorismatase family protein YwoC (EC 3.-.-.-)	ywoC BSU36490	Bacillus subtilis (strain 168)	189		10.1099/00221287-143-10-3313; 10.1038/36786; 10.1099/mic.0.027839-0	1.0	Hydrolase;Reference proteome	KW-0378; KW-1185	PF00857;	cd00431;	IPR016291;IPR000868;IPR050272;IPR036380;		Isochorismatase family	PTHR43540:SF7;PTHR43540;	bsu:BSU36490;				isochorismatase activity [GO:0008908]	936934;
BSU12390	O34673	reviewed	UXAA_BACSU	Altronate dehydratase (EC 4.2.1.7) (D-altronate hydro-lyase)	uxaA yjmJ BSU12390	Bacillus subtilis (strain 168)	497		10.1099/00221287-144-4-877; 10.1038/36786; 10.1099/mic.0.027839-0; 10.1128/jb.181.2.426-433.1999	2.0	Iron;Lyase;Manganese;Reference proteome	KW-0408; KW-0456; KW-0464; KW-1185	PF20629;PF04295;PF08666;	cd11613;	IPR048332;IPR007392;IPR013974;IPR044144;IPR052172;		UxaA family	PTHR30536:SF5;PTHR30536;	bsu:BSU12390;			D-galacturonate catabolic process [GO:0019698]	altronate dehydratase activity [GO:0008789]; D-galacturonate catabolic process [GO:0019698]	939837;
