gene	scaffold	scaffold.noperiod	gene_id	gene_description	category	header	subheader	module	auxiliary_score	amg_flags
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027353.1_62	NC_027353.1	NC_027353	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_44	NC_027355.1	NC_027355							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_107	NC_027355.1	NC_027355	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_119	NC_027355.1	NC_027355	K03091	sigH;RNA polymerase sigma-H factor	MISC	Transcription	Sigma factors	RNA synthesis and degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_119	NC_027355.1	NC_027355	K03091	sigE;RNA polymerase sigma-E factor	MISC	Sigma factors and their control	Sigma factors	Regulation of gene expression	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_119	NC_027355.1	NC_027355	K03091	sigG;RNA polymerase sigma-G factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_119	NC_027355.1	NC_027355	K03091	sigF;RNA polymerase sigma-F factor	MISC	Sporulation proteins	Sporulation proteins/ other	Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027355.1_173	NC_027355.1	NC_027355	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027356.1_78	NC_027356.1	NC_027356							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027360.1_51	NC_027360.1	NC_027360							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027360.1_61	NC_027360.1	NC_027360							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027364.1_94	NC_027364.1	NC_027364							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027366.1_49	NC_027366.1	NC_027366	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027366.1_192	NC_027366.1	NC_027366							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027369.1_98	NC_027369.1	NC_027369							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027369.1_110	NC_027369.1	NC_027369							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027372.1_25	NC_027372.1	NC_027372	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027374.1_24	NC_027374.1	NC_027374							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027374.1_170	NC_027374.1	NC_027374	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027378.1_36	NC_027378.1	NC_027378							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027378.1_37	NC_027378.1	NC_027378							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027378.1_40	NC_027378.1	NC_027378							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027381.1_22	NC_027381.1	NC_027381	K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027394.1_25	NC_027394.1	NC_027394	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027395.1_57	NC_027395.1	NC_027395							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027396.1_35	NC_027396.1	NC_027396	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027399.1_513	NC_027399.1	NC_027399							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027399.1_514	NC_027399.1	NC_027399							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027399.1_520	NC_027399.1	NC_027399							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027404.1_57	NC_027404.1	NC_027404	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027979.1_63	NC_027979.1	NC_027979	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027982.1_17	NC_027982.1	NC_027982	GH66	GH66 cycloisomaltooligosaccharide glucanotransferase (EC 2.4.1.248); dextranase (EC 3.2.1.11).	carbon utilization	CAZY		Glycoside Hydrolases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027983.1_59	NC_027983.1	NC_027983	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027989.1_18	NC_027989.1	NC_027989							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027989.1_29	NC_027989.1	NC_027989							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027989.1_44	NC_027989.1	NC_027989							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027991.1_81	NC_027991.1	NC_027991	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027991.1_81	NC_027991.1	NC_027991	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1] [RN:R01529]	carbon utilization	central carbon	pentose pathway	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"	1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027991.1_164	NC_027991.1	NC_027991							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027993.1_35	NC_027993.1	NC_027993	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027994.1_32	NC_027994.1	NC_027994	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027995.1_5	NC_027995.1	NC_027995	K03497	parB;stage 0 sporulation protein J	MISC	Sporulation/ other		Sporulation	1	FM
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_20	NC_027996.1	NC_027996	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	"Nucleotide sugar biosynthesis, eukaryotes"	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_20	NC_027996.1	NC_027996	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_20	NC_027996.1	NC_027996	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_20	NC_027996.1	NC_027996	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_61	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_63	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_78	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_92	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_123	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_134	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_146	NC_027996.1	NC_027996							1	MKET
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_178	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027996.1_179	NC_027996.1	NC_027996							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_19	NC_027997.1	NC_027997	K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	MISC	Information systems	Nucleotide	"Nucleotide sugar biosynthesis, eukaryotes"	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_19	NC_027997.1	NC_027997	K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	MISC	MISC		Glucuronate pathway (uronate pathway)	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_19	NC_027997.1	NC_027997	K00012	ytcA;UDP-glucose 6-dehydrogenase YtcA	MISC	Sporulation proteins	Newly identified sporulation proteins (based on transcription profiling)	Sporulation	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_19	NC_027997.1	NC_027997	K00012	ugd;UDP-glucose 6-dehydrogenase YwqF	MISC	Phosphorylation on a Tyr residue		Phosphoproteins	1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_63	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_72	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_89	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_118	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_129	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_170	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_027997.1_171	NC_027997.1	NC_027997							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028247.1_17	NC_028247.1	NC_028247	K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	MISC	Information systems	Nucleotide	"Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028248.1_168	NC_028248.1	NC_028248							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028248.1_174	NC_028248.1	NC_028248							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028448.1_227	NC_028448.1	NC_028448	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028652.1_21	NC_028652.1	NC_028652							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028659.1_99	NC_028659.1	NC_028659							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028659.1_148	NC_028659.1	NC_028659							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028662.1_58	NC_028662.1	NC_028662	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_2	NC_028663.1	NC_028663							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_23	NC_028663.1	NC_028663							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_25	NC_028663.1	NC_028663	K05580	ndhI; NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]	Energy	Electron transport Chain		"NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_26	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_28	NC_028663.1	NC_028663							1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_47	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_50	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_51	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_81	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_92	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_109	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_116	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_145	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_146	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_148	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_164	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_184	NC_028663.1	NC_028663	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	Pentose phosphate pathway (Pentose phosphate cycle)	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_184	NC_028663.1	NC_028663	K00616	transaldolase [EC:2.2.1.2] [RN:R01827]	carbon utilization	central carbon	pentose pathway	"Pentose phosphate pathway, non-oxidative phase, fructose 6P => ribose 5P"	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_187	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_191	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_203	NC_028663.1	NC_028663							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028663.1_217	NC_028663.1	NC_028663							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028672.1_50	NC_028672.1	NC_028672							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028672.1_180	NC_028672.1	NC_028672							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028673.1_37	NC_028673.1	NC_028673	CE5	CE5 acetyl xylan esterase (EC 3.1.1.72); cutinase (EC 3.1.1.74)	carbon utilization	CAZY		Carbohydrate Esterases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028673.1_66	NC_028673.1	NC_028673							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028676.1_2	NC_028676.1	NC_028676							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028676.1_77	NC_028676.1	NC_028676							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028676.1_111	NC_028676.1	NC_028676	GH16	"GH16 xyloglucan:xyloglucosyltransferase (EC 2.4.1.207); keratan-sulfate endo-1,4-beta-galactosidase (EC 3.2.1.103); endo-1,3-beta-glucanase / laminarinase (EC 3.2.1.39); endo-1,3(4)-beta-glucanase (EC 3.2.1.6); licheninase (EC 3.2.1.73); beta-agarase (EC 3.2.1.81); kappa;-carrageenase (EC 3.2.1.83); xyloglucanase (EC 3.2.1.151); endo-beta-1,3-galactanase (EC 3.2.1.181); [retaining] beta-porphyranase (EC 3.2.1.178); hyaluronidase (EC 3.2.1.35); endo-beta-1,4-galactosidase (EC 3.2.1.-); chitin beta-1,6-glucanosyltransferase (EC 2.4.1.-); beta-transglycosidase (EC 2.4.1.-); beta-glycosidase (EC 3.2.1.-); endo-beta-1,3-galactanase (EC 3.2.1.181)"	carbon utilization	CAZY	"Amorphous Cellulose Oligo Cleavage, Xyloglucan Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Backbone Cleavage (Hemicellulose), Mixed-Linkage glucans Oligo Cleavage (Hemicellulose), Sulf-Polysachharides Backbone Cleavage"	Glycoside Hydrolases	1	MKE
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028683.1_46	NC_028683.1	NC_028683							1	MK
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028686.1_33	NC_028686.1	NC_028686	GT72	GT72 UDP-Glc: DNA alpha-glucosyltransferase (EC 2.4.1.26)	carbon utilization	CAZY		GlycosylTransferases	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028687.1_71	NC_028687.1	NC_028687	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028742.1_4	NC_028742.1	NC_028742							1	MKF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028743.1_34	NC_028743.1	NC_028743	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028743.1_35	NC_028743.1	NC_028743	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028746.1_25	NC_028746.1	NC_028746	CBM13	"CBM13 Modules of approx. 150 residues which always appear as a threefold internal repeat. The only apparent exception to this, xylanase II of Actinomadura sp. FC7 (GenBank U08894), is in fact not completely sequenced. These modules were first identified in several plant lectins such as ricin or agglutinin of Ricinus communis which bind galactose residues. The three-dimensional structure of a plant lectin has been determined and displays a pseudo-threefold symmetry in accord with the observed sequence threefold repeat. These modules have since been found in a number of other proteins of various functions including glycoside hydrolases and glycosyltransferases. While in the plant lectins this module binds mannose, binding to xylan has been demonstrated in the Streptomyces lividans xylanase A and arabinofuranosidase B. Binding to GalNAc has been shown for the corresponding module of GalNAc transferase 4. For the other proteins, the binding specificity of these modules has not been established. The pseudo three-fold symmetry of the CBM13 module has now been confirmed in the 3-D structure of the intact, two-domain, xylanase of Streptomyces olivaceoviridis."	carbon utilization	CAZY		Carbohydrate-Binding Modules	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028746.1_63	NC_028746.1	NC_028746	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	MF
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028747.1_49	NC_028747.1	NC_028747	K03466	spoIIIE;spore DNA translocase	MISC	Sporulation/ other		Sporulation	1	M
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028749.1_14	NC_028749.1	NC_028749							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028749.1_46	NC_028749.1	NC_028749	CBM32	"CBM32 Binding to galactose and lactose has been demonstrated for the module of Micromonospora viridifaciens sialidase (PMID: 16239725). Binding to polygalacturonic acid has been shown for a Yersinia member (PMID: 17292916). Binding to LacNAc (beta-D-galactosyl-1,4-beta-D-N-acetylglucosamine) has been shown for an N-acetylglucosaminidase from Clostridium perfingens (PMID: 16990278)."	carbon utilization	CAZY		Carbohydrate-Binding Modules	1	MT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028749.1_129	NC_028749.1	NC_028749							1	MKT
ViralRefSeq_Caudovirales_122120_sequences.simple_header_NC_028750.1_122	NC_028750.1	NC_028750	K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37] [RN:R04858]	Organic Nitrogen	Amino Acid		Methionine degradation	1	M
