Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Interacts with	DOI ID	Virus hosts	Annotation	Keywords	Keyword ID	Pfam	CDD	InterPro	NCBIfam	Protein families	PANTHER
Q0PA12	reviewed	FTSK_CAMJE	DNA translocase FtsK	ftsK ftsQ Cj0886c	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	946		10.1038/35001088		3.0	ATP-binding;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Chromosome partition;DNA-binding;Membrane;Nucleotide-binding;Reference proteome;Transmembrane;Transmembrane helix	KW-0067; KW-0131; KW-0132; KW-0997; KW-1003; KW-0159; KW-0238; KW-0472; KW-0547; KW-1185; KW-0812; KW-1133	PF17854;PF09397;PF01580;	cd01127;	IPR050206;IPR041027;IPR002543;IPR018541;IPR027417;IPR036388;IPR036390;		FtsK/SpoIIIE/SftA family	PTHR22683:SF41;PTHR22683;
Q0RBN2	reviewed	DISA_FRAAA	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA FRAAL6529	Frankia alni (strain DSM 45986 / CECT 9034 / ACN14a)	359		10.1101/gr.5798407		3.0	ATP-binding;DNA damage;DNA repair;DNA-binding;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0227; KW-0234; KW-0238; KW-0460; KW-0547; KW-0548; KW-1185; KW-0808	PF02457;PF10635;		IPR050338;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;		DisA family	PTHR34185;PTHR34185:SF3;
Q0SQB6	reviewed	DISA_CLOPS	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA CPR_2429	Clostridium perfringens (strain SM101 / Type A)	354		10.1101/gr.5238106		3.0	ATP-binding;DNA damage;DNA repair;DNA-binding;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Transferase	KW-0067; KW-0227; KW-0234; KW-0238; KW-0460; KW-0547; KW-0548; KW-0808	PF02457;PF10635;		IPR050338;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;		DisA family	PTHR34185;PTHR34185:SF3;
Q0SRC7	reviewed	SP2AB_CLOPS	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB CPR_2021	Clostridium perfringens (strain SM101 / Type A)	140		10.1101/gr.5238106		3.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;	cd16942;	IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF7;PTHR35526;
Q0TNR1	reviewed	SP2AB_CLOP1	Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)	spoIIAB CPF_2306	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	140		10.1101/gr.5238106		3.0	ATP-binding;Kinase;Nucleotide-binding;Serine/threonine-protein kinase;Sporulation;Transferase	KW-0067; KW-0418; KW-0547; KW-0723; KW-0749; KW-0808	PF13581;	cd16942;	IPR050267;IPR010194;IPR036890;IPR003594;	TIGR01925;	Anti-sigma-factor family	PTHR35526:SF7;PTHR35526;
Q13IY4	reviewed	RCOM2_PARXL	Heme-containing CO-sensing transcriptional regulator RcoM 2 (Regulator of CO metabolism 2) (RCOM-2)	rcoM2 Bxeno_C0027 Bxe_C0028	Paraburkholderia xenovorans (strain LB400)	267		10.1073/pnas.0606924103; 10.1128/jb.00033-08; 10.1021/bi800486x		3.0	Activator;Cytoplasm;DNA-binding;Heme;Iron;Metal-binding;Reference proteome;Repeat;Transcription;Transcription regulation	KW-0010; KW-0963; KW-0238; KW-0349; KW-0408; KW-0479; KW-1185; KW-0677; KW-0804; KW-0805	PF04397;		IPR046947;IPR007492;IPR035965;			PTHR37299:SF1;PTHR37299;
Q182S9	reviewed	YICC_CLOD6	Probable endoribonuclease YicC (EC 3.1.26.-) (CD25890)	CD630_25890	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	293		10.1038/ng1830; 10.1038/s41598-021-86878-9		3.0	Endonuclease;Hydrolase;Nuclease;Reference proteome;Sporulation	KW-0255; KW-0378; KW-0540; KW-1185; KW-0749	PF08340;PF03755;		IPR013551;IPR013527;IPR005229;	TIGR00255;	YicC/YloC family	PTHR30636;PTHR30636:SF3;
Q18CB2	reviewed	DISA_CLOD6	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA CD630_00280	Clostridioides difficile (strain 630) (Peptoclostridium difficile)	356		10.1038/ng1830; 10.1021/jacs.5b00275		3.0	ATP-binding;DNA damage;DNA repair;DNA-binding;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0227; KW-0234; KW-0238; KW-0460; KW-0547; KW-0548; KW-1185; KW-0808	PF02457;PF10635;		IPR050338;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;		DisA family	PTHR34185;PTHR34185:SF3;
Q1RK79	reviewed	FTSK_RICBR	DNA translocase FtsK	ftsK RBE_0154	Rickettsia bellii (strain RML369-C)	749		10.1371/journal.pgen.0020076		3.0	ATP-binding;Cell cycle;Cell division;Cell inner membrane;Cell membrane;Chromosome partition;DNA-binding;Membrane;Nucleotide-binding;Transmembrane;Transmembrane helix	KW-0067; KW-0131; KW-0132; KW-0997; KW-1003; KW-0159; KW-0238; KW-0472; KW-0547; KW-0812; KW-1133	PF13491;PF17854;PF09397;PF01580;		IPR050206;IPR025199;IPR041027;IPR002543;IPR018541;IPR027417;IPR036388;IPR036390;		FtsK/SpoIIIE/SftA family	PTHR22683:SF41;PTHR22683;
Q2G140	reviewed	MEPA_STAA8	Multidrug export protein MepA (Staphylococcal virulence regulator protein A)	mepA svrA SAOUHSC_00315	Staphylococcus aureus (strain NCTC 8325 / PS 47)	451		10.1128/aac.49.5.1857-1864.2005; 10.1099/00221287-148-10-3235; 10.1128/aac.50.4.1276-1281.2006		3.0	Antibiotic resistance;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	KW-0046; KW-1003; KW-0472; KW-1185; KW-0812; KW-1133; KW-0813	PF01554;	cd13143;	IPR002528;IPR045070;IPR051327;IPR048279;	TIGR00797;	Multi antimicrobial extrusion (MATE) (TC 2.A.66.1) family, MepA subfamily	PTHR43823:SF3;PTHR43823;
Q2J537	reviewed	DISA_FRACC	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA Francci3_4259	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	359		10.1101/gr.5798407		3.0	ATP-binding;DNA damage;DNA repair;DNA-binding;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0227; KW-0234; KW-0238; KW-0460; KW-0547; KW-0548; KW-1185; KW-0808	PF02457;PF10635;		IPR050338;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;		DisA family	PTHR34185;PTHR34185:SF3;
Q2JDA6	reviewed	SSGB_FRACC	Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)	ssgB Francci3_1359	Frankia casuarinae (strain DSM 45818 / CECT 9043 / HFP020203 / CcI3)	143		10.1074/jbc.m109.018564; 10.1101/gr.5798407		3.0	Cell cycle;Cell division;Reference proteome;Septation;Sporulation	KW-0131; KW-0132; KW-1185; KW-0717; KW-0749	PF04686;		IPR006776;IPR038658;		SsgA family	
Q2RNI6	reviewed	RCOM_RHORT	CO-responsive transcriptional regulator RcoM	rcoM Rru_A3515	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	236		10.4056/sigs.1804360; 10.1128/jb.00794-10		3.0	Activator;DNA-binding;Heme;Iron;Metal-binding;Nitrogen fixation;Reference proteome;Transcription;Transcription regulation	KW-0010; KW-0238; KW-0349; KW-0408; KW-0479; KW-0535; KW-1185; KW-0804; KW-0805	PF04397;	cd00130;	IPR046947;IPR007492;IPR000014;IPR035965;			PTHR37299:SF1;PTHR37299;
Q3A9N3	reviewed	DISA_CARHZ	DNA integrity scanning protein DisA (Cyclic di-AMP synthase) (c-di-AMP synthase) (Diadenylate cyclase) (EC 2.7.7.85)	disA CHY_2346	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	352		10.1371/journal.pgen.0010065		3.0	ATP-binding;DNA damage;DNA repair;DNA-binding;Magnesium;Nucleotide-binding;Nucleotidyltransferase;Reference proteome;Transferase	KW-0067; KW-0227; KW-0234; KW-0238; KW-0460; KW-0547; KW-0548; KW-1185; KW-0808	PF02457;PF10635;PF12826;		IPR050338;IPR041663;IPR038331;IPR036888;IPR018906;IPR003390;IPR023763;IPR010994;		DisA family	PTHR34185;PTHR34185:SF3;
Q45058	reviewed	COTM_BACSU	Spore coat protein M	cotM yneL BSU17970	Bacillus subtilis (strain 168)	130		10.1128/jb.179.6.1887-1897.1997; 10.1099/13500872-142-11-3097; 10.1038/36786		3.0	Reference proteome;Sporulation	KW-1185; KW-0749		cd06464;	IPR008978;			
Q45358	reviewed	C18AA_PAEPP	Parasporal crystal protein Cry18Aa (79 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIA(a))	cry18Aa cryBP1 cryXVIIIA(a)	Paenibacillus popilliae (Bacillus popilliae)	706		10.1128/jb.179.13.4336-4341.1997		3.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843	PF03944;PF09131;PF03945;		IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR015214;IPR036399;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45535	reviewed	COTH_BACSU	Inner spore coat protein H	cotH ywrH BSU36060	Bacillus subtilis (strain 168)	362		10.1128/jb.178.15.4375-4380.1996; 10.1128/jb.178.21.6407-6407.1996; 10.1099/00221287-143-10-3313; 10.1038/36786; 10.1128/jb.177.2.372-377.1995; 10.1128/jb.181.8.2631-2633.1999; 10.1128/jb.186.4.1110-1119.2004; 10.1128/jb.186.4.1129-1135.2004; 10.1099/mic.0.27356-0; 10.1128/jb.01425-07		3.0	Reference proteome;Sporulation	KW-1185; KW-0749	PF08757;		IPR014867;		CotH family	PTHR40050;PTHR40050:SF1;
Q45593	reviewed	YYDI_BACSU	Probable peptide export ATP-binding protein YydI	yydI BSU40150	Bacillus subtilis (strain 168)	209		10.1093/dnares/4.2.155; 10.1038/36786; 10.1128/jb.187.6.2010-2019.2005; 10.1128/jb.01181-07		3.0	ATP-binding;Nucleotide-binding;Reference proteome;Transport	KW-0067; KW-0547; KW-1185; KW-0813	PF00005;	cd00267;	IPR003593;IPR003439;IPR027417;		ABC transporter superfamily	PTHR43158;PTHR43158:SF2;
Q45704	reviewed	CR8AA_BACUK	Pesticidal crystal protein Cry8Aa (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIA(a))	cry8Aa cryVIIIA(a)	Bacillus thuringiensis serovar kumamotoensis	1157				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45705	reviewed	CR8BA_BACUK	Pesticidal crystal protein Cry8Ba (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIB(a))	cry8Ba 50C(b) cryVIIIB(a)	Bacillus thuringiensis serovar kumamotoensis	1169				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45706	reviewed	CR8CA_BACTP	Pesticidal crystal protein Cry8Ca (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIC(a))	cry8Ca cryIII cryVIIIC(a)	Bacillus thuringiensis subsp. japonensis	1160		10.1007/bf01575980; 10.1111/j.1365-2672.1994.tb01633.x		3.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45707	reviewed	CR7AB_BACUA	Pesticidal crystal protein Cry7Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(b))	cry7Ab cryVIIA(b)	Bacillus thuringiensis subsp. dakota	1138				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45708	reviewed	CR7AB_BACUK	Pesticidal crystal protein Cry7Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(b))	cry7Ab cryVIIA(b)	Bacillus thuringiensis serovar kumamotoensis	1138				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45709	reviewed	CR1IB_BACTE	Pesticidal crystal protein Cry1Ib (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(b))	cry1Ib cryII(b) cryV cryV465	Bacillus thuringiensis subsp. entomocidus	719		10.1128/aem.61.6.2402-2407.1995		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF03944;PF00555;PF03945;	cd04085;	IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45712	reviewed	CR5BA_BACTU	Pesticidal crystal protein Cry5Ba (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVB(a))	cry5Ba cryVB(a)	Bacillus thuringiensis	1245				3.0	3D-structure;Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0002; KW-0903; KW-0749; KW-0800; KW-0843	PF17997;PF03944;PF03945;	cd04085;	IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45715	reviewed	CR1KA_BACTM	Pesticidal crystal protein Cry1Ka (137 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIK(a))	cry1Ka cry1K cryIK(a)	Bacillus thuringiensis subsp. morrisoni	1215		10.1111/j.1574-6968.1995.tb07931.x		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45716	reviewed	CR1JB_BACTU	Pesticidal crystal protein Cry1Jb (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIJ(b))	cry1Jb cryET1 cryIJ(b)	Bacillus thuringiensis	1170				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45718	reviewed	CR1HB_BACTM	Pesticidal crystal protein Cry1Hb (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIH(b))	cry1Hb cryIH(b)	Bacillus thuringiensis subsp. morrisoni	1155				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45730	reviewed	C11BA_BACTJ	Pesticidal crystal protein Cry11Ba (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIB(a))	cry11Ba cry11B cryXIB(a)	Bacillus thuringiensis subsp. jegathesan	724		10.1128/aem.61.12.4230-4235.1995		3.0	3D-structure;Sporulation;Toxin;Virulence	KW-0002; KW-0749; KW-0800; KW-0843	PF03945;		IPR038979;IPR005639;IPR036716;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45733	reviewed	CR9CA_BACTO	Pesticidal crystal protein Cry9Ca (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXC(a))	cry9Ca cryIXC(a)	Bacillus thuringiensis subsp. tolworthi	1157		10.1128/aem.62.1.80-86.1996		3.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45738	reviewed	CR1JA_BACTU	Pesticidal crystal protein Cry1Ja (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIJ(a))	cry1Ja cryET4 cryIJ(a)	Bacillus thuringiensis	1167				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45739	reviewed	CR1BB_BACTU	Pesticidal crystal protein Cry1Bb (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(b))	cry1Bb cryET5 cryIB(b)	Bacillus thuringiensis	1229				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45743	reviewed	CR2AC_BACTU	Pesticidal crystal protein Cry2Ac (70 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(c))	cry2Ac cryIIA(c) cryIIc	Bacillus thuringiensis	622		10.1016/0378-1097(91)90466-n		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF03944;PF09131;PF03945;		IPR008979;IPR005638;IPR005639;IPR036716;IPR015214;IPR036399;		Delta endotoxin family	
Q45744	reviewed	CR3CA_BACTK	Pesticidal crystal protein Cry3Ca (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIC(a))	cry3Ca cryIIIC(a) cryIIId	Bacillus thuringiensis subsp. kurstaki	649		10.1016/0378-1119(92)90457-z		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF03944;PF00555;PF03945;	cd04085;	IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45746	reviewed	CR1GA_BACTU	Pesticidal crystal protein Cry1Ga (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIG(a))	cry1Ga cryIG(a)	Bacillus thuringiensis	1166				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45747	reviewed	CR1DB_BACTU	Pesticidal crystal protein Cry1Db (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryID(b))	cry1Db cryID(b)	Bacillus thuringiensis	1160				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45748	reviewed	CR1HA_BACTU	Pesticidal crystal protein Cry1Ha (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIH(a))	cry1Ha cryIH(a)	Bacillus thuringiensis	1172				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF18449;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR054544;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45752	reviewed	CR1IA_BACTK	Pesticidal crystal protein Cry1Ia (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(a))	cry1Ia CGCryV cryII(a) cryV cryV1	Bacillus thuringiensis subsp. kurstaki	719		10.1128/aem.59.5.1683-1687.1993; 10.1111/j.1365-2958.1992.tb01560.x; 10.1128/aem.61.6.2402-2407.1995; 10.1128/jb.178.7.2141-2144.1996		3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF03944;PF00555;PF03945;	cd04085;	IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45753	reviewed	CR5AB_BACUD	Pesticidal crystal protein Cry5Ab (142 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(b))	cry5Ab cryVA cryVA(b)	Bacillus thuringiensis subsp. darmstadiensis	1289				3.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843	PF17997;PF03944;PF03945;	cd04085;	IPR041587;IPR008979;IPR005638;IPR005639;IPR036716;		Delta endotoxin family	
Q45754	reviewed	C12AA_BACTU	Pesticidal crystal protein Cry12Aa (142 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIIA(a))	cry12Aa cryVB cryXIIA(a)	Bacillus thuringiensis	1257				3.0	Direct protein sequencing;Sporulation;Toxin;Virulence	KW-0903; KW-0749; KW-0800; KW-0843	PF17997;PF03944;PF03945;	cd04085;	IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45755	reviewed	C13AA_BACTU	Pesticidal crystal protein Cry13Aa (88 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIIIA(a))	cry13Aa cryVC cryXIIIA(a)	Bacillus thuringiensis	803				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF03944;PF00555;PF03945;	cd04085;	IPR008979;IPR005638;IPR005639;IPR036716;IPR001178;		Delta endotoxin family	
Q45760	reviewed	CR5AA_BACUD	Pesticidal crystal protein Cry5Aa (152 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(a))	cry5Aa cryVA cryVA(a)	Bacillus thuringiensis subsp. darmstadiensis	1385				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF03944;PF03945;	cd04085;	IPR041587;IPR008979;IPR005638;IPR005639;IPR036716;		Delta endotoxin family	
Q45774	reviewed	CR1BC_BACTM	Pesticidal crystal protein Cry1Bc (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(c))	cry1Bc cryIB(c) cryIBc	Bacillus thuringiensis subsp. morrisoni	1233				3.0	Sporulation;Toxin;Virulence	KW-0749; KW-0800; KW-0843	PF17997;PF21463;PF03944;PF00555;PF03945;	cd04085;	IPR048645;IPR041587;IPR008979;IPR038979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	PTHR37003:SF2;PTHR37003;
Q45882	reviewed	C16AA_PARBF	Pesticidal crystal-like protein Cry16Aa (Cbm71 mosquitocidal toxin) (Insecticidal toxin CryXVIA(a))	cry16Aa cbm71 cryXVIA(a)	Paraclostridium bifermentans (Clostridium bifermentans)	613		10.1128/jb.178.11.3099-3105.1996		3.0	Direct protein sequencing;Secreted;Sporulation;Toxin;Virulence	KW-0903; KW-0964; KW-0749; KW-0800; KW-0843	PF03944;PF00555;PF03945;	cd04085;	IPR008979;IPR005638;IPR005639;IPR036716;IPR036399;IPR001178;		Delta endotoxin family	
Q47744	reviewed	VANR_ENTFA	Regulatory protein VanRB	vanRB EF_2299	Enterococcus faecalis (strain ATCC 700802 / V583)	220		10.1128/jb.178.5.1302-1309.1996; 10.1126/science.1080613		3.0	Activator;Antibiotic resistance;Cell wall biogenesis/degradation;Cytoplasm;DNA-binding;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation;Two-component regulatory system	KW-0010; KW-0046; KW-0961; KW-0963; KW-0238; KW-0597; KW-1185; KW-0678; KW-0804; KW-0805; KW-0902	PF00072;PF00486;	cd17574;cd00383;	IPR011006;IPR001867;IPR001789;IPR039420;IPR036388;			PTHR48111;PTHR48111:SF32;
